PROJECT	ASSAY	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA
PXD001212	39113	1	1	NA	NA	NA
PXD001212	39114	3	3	NA	NA	NA
PXD001212	39119	1	1	NA	NA	NA
PXD001212	39123	1	1	NA	NA	NA
PXD001212	39134	1	1	NA	NA	NA
PXD001212	39135	1	1	NA	NA	NA
PXD001212	39136	11	11	NA	NA	NA
PXD001212	39143	1	1	NA	NA	NA
PXD001212	39149	1	1	NA	NA	NA
PXD001212	39150	3	3	NA	NA	NA
PXD001212	39152	4	4	NA	NA	NA
PXD001212	39154	7	7	NA	NA	NA
PXD001212	39175	2	2	NA	NA	NA
PXD001212	39176	6	6	NA	NA	NA
PXD001212	39179	23	23	NA	NA	NA
PXD001212	39181	9	9	NA	NA	NA
PXD001212	39181	1	1	NA	NA	NA
PXD001212	39181	1	1	NA	NA	NA
PXD001212	39181	1	1	NA	NA	NA
PXD001212	39181	2	2	NA	NA	NA
PXD001212	39181	3	3	NA	NA	NA
PXD001212	39181	1	1	NA	NA	NA
PXD001212	39181	1	1	NA	NA	NA
PXD001212	39181	3	3	NA	NA	NA
PXD001212	39181	12	12	NA	NA	NA
PXD001212	39181	2	2	NA	NA	NA
PXD001212	39181	1	1	NA	NA	NA
PXD001212	39181	4	4	NA	NA	NA
PXD001212	39181	2	2	NA	NA	NA
PXD001212	39181	2	2	NA	NA	NA
PXD001212	39181	6	6	NA	NA	NA
PXD001212	39181	2	2	NA	NA	NA
PXD001212	39181	14	14	NA	NA	NA
PXD001212	39181	6	6	NA	NA	NA
PXD001212	39181	2	2	NA	NA	NA
PXD001212	39181	23	23	NA	NA	NA
PXD001212	39181	1	1	NA	NA	NA
PXD001212	39181	1	1	NA	NA	NA
PXD001212	39181	3	3	NA	NA	NA
PXD001212	39181	7	7	NA	NA	NA
PXD001212	39181	4	4	NA	NA	NA
PXD001212	39181	6	6	NA	NA	NA
PXD001212	39181	22	22	NA	NA	NA
PXD001212	39181	1	1	NA	NA	NA
PXD001212	39181	2	2	NA	NA	NA
PXD001212	39181	8	8	NA	NA	NA
PXD001212	39181	6	6	NA	NA	NA
PXD001212	39181	11	11	NA	NA	NA
PXD001212	39181	1	1	NA	NA	NA
PXD001212	39181	1	1	NA	NA	NA
PXD001212	39181	1	1	NA	NA	NA
PXD001212	39181	2	2	NA	NA	NA
PXD001212	39183	1	1	NA	NA	NA
PXD001212	39184	2	2	NA	NA	NA
PXD001212	39186	9	9	NA	NA	NA
PXD001212	39187	1	1	NA	NA	NA
PXD001212	39191	2	2	NA	NA	NA
PXD001212	39192	4	4	NA	NA	NA
PXD001212	39194	2	2	NA	NA	NA
PXD001212	39196	2	2	NA	NA	NA
PXD001212	39196	1	1	NA	NA	NA
PXD001212	39196	4	4	NA	NA	NA
PXD001212	39196	2	2	NA	NA	NA
PXD001212	39196	2	2	NA	NA	NA
PXD001212	39196	6	6	NA	NA	NA
PXD001212	39196	2	2	NA	NA	NA
PXD001212	39199	12	12	NA	NA	NA
PXD001212	39209	22	22	NA	NA	NA
PXD001212	39220	8	8	NA	NA	NA
PXD001212	39223	1	1	NA	NA	NA
PXD001212	39224	6	6	NA	NA	NA
PXD001212	39226	2	2	NA	NA	NA
PXD001212	39235	2	2	NA	NA	NA
PXD001212	39243	3	3	NA	NA	NA
PXD001212	39243	1	1	NA	NA	NA
PXD001212	39243	1	1	NA	NA	NA
PXD001212	39243	3	3	NA	NA	NA
PXD001212	39243	12	12	NA	NA	NA
PXD001212	39244	1	1	NA	NA	NA
PXD001212	39251	14	14	NA	NA	NA
PXD001212	39252	14	14	NA	NA	NA
PXD001212	39253	2	2	NA	NA	NA
PXD000161	28670	46947	46744	203	1046	5
PXD000161	28671	20308	20248	60	400	NA
PRD000411	16869	240	232	8	7	NA
PRD000411	16870	714	700	14	14	NA
PXD000012	27081	222	219	3	25	2
PRD000544	18989	5522	5481	41	9	NA
PRD000544	18990	5942	5909	33	NA	NA
PRD000544	18991	7277	7222	55	6916	12
PRD000544	19000	1122	1121	1	NA	NA
PRD000544	19002	2238	2228	10	NA	NA
PRD000544	19003	6618	6583	35	NA	1
PRD000544	19004	3559	3542	17	3464	10
PRD000544	22048	4956	3551	1405	NA	NA
PXD000653	33320	11209	10118	1091	3019	467
PRD000500	18202	1643	1628	15	NA	NA
PRD000500	18203	1495	1485	10	NA	NA
PRD000500	18204	1506	1487	19	NA	1
PRD000511	18247	7487	7476	11	2597	6
PRD000511	18248	7938	7910	28	2153	11
PRD000511	18249	8650	8637	13	2043	2
PRD000511	18250	1487	1481	6	300	2
PRD000511	18251	998	995	3	312	1
PRD000511	18252	6387	6372	15	1835	6
PRD000511	18253	8506	8481	25	1604	5
PRD000511	18254	7702	7686	16	2521	9
PRD000511	18255	6617	6591	26	2353	16
PRD000511	18256	4839	4793	46	1872	9
PRD000511	18257	6391	6373	18	2222	5
PRD000511	18258	6411	6386	25	1923	13
PRD000511	18259	5050	5019	31	1893	18
PRD000511	18260	8458	8410	48	1908	21
PRD000511	18261	3710	3698	12	1525	10
PRD000511	18262	5803	5770	33	1472	11
PRD000511	18263	8271	8238	33	1766	11
PRD000511	18264	4979	4961	18	1916	12
PRD000511	18265	7244	7201	43	2723	31
PRD000511	18266	7638	7613	25	905	14
PRD000511	18267	6891	6873	18	812	7
PRD000511	18268	7290	7267	23	1055	10
PXD000021	27179	965	919	46	2	6
PXD000021	27180	974	944	30	2	6
PXD000021	27181	981	950	31	2	6
PXD000021	27182	849	784	65	2	4
PXD000021	27183	849	765	84	2	3
PXD000021	27184	1865	1770	95	18	NA
PXD000021	27185	1872	1808	64	18	NA
PXD000021	27186	1882	1806	76	18	NA
PXD000021	27187	991	846	145	13	4
PXD000021	27188	1350	1132	218	13	1
PXD000021	27189	817	793	24	3	NA
PXD000021	27190	925	903	22	3	NA
PXD000021	27191	959	933	26	3	NA
PXD000021	27192	756	674	82	3	NA
PXD000021	27193	742	699	43	3	NA
PXD000021	27194	868	836	32	1	2
PXD000021	27195	872	851	21	1	2
PXD000021	27196	876	857	19	1	2
PXD000021	27197	755	678	77	1	2
PXD000021	27198	796	737	59	1	NA
PXD000054	27548	462	449	13	NA	NA
PXD000054	27549	352	343	9	NA	NA
PXD000054	27550	60963	59672	1291	NA	259
PXD000054	27551	47738	46962	776	NA	305
PXD000054	27552	3594	3447	147	NA	26
PXD000054	27553	3237	3167	70	NA	9
PXD000054	27554	2344	2221	123	NA	21
PXD000054	27555	3020	2935	85	NA	24
PRD000509	18235	324	324	NA	NA	NA
PRD000509	18236	64	64	NA	NA	NA
PRD000509	18237	300	300	NA	NA	NA
PRD000509	18238	45	45	NA	NA	NA
PRD000509	18239	585	583	2	NA	NA
PRD000509	18240	370	367	3	NA	NA
PRD000509	18241	103	101	2	NA	NA
PRD000509	18242	565	563	2	NA	NA
PRD000509	18243	799	796	3	NA	NA
PRD000509	18244	4790	4777	13	NA	NA
PRD000509	18245	2261	2241	20	NA	7
PRD000395	16645	8241	8237	4	182	NA
PRD000395	16646	6055	6053	2	151	NA
PRD000395	16647	20	20	NA	NA	NA
PRD000514	18302	2729	2725	4	NA	NA
PRD000514	18303	2867	2862	5	NA	NA
PRD000514	18304	2960	2954	6	NA	NA
PRD000514	18305	3099	3096	3	NA	NA
PRD000514	18306	2778	2774	4	NA	NA
PRD000514	18307	3389	3385	4	NA	NA
PRD000514	18308	2756	2755	1	NA	NA
PRD000514	18309	3011	3006	5	NA	NA
PRD000514	18310	2536	2532	4	NA	NA
PRD000514	18311	3207	3201	6	NA	NA
PRD000514	18312	2865	2858	7	NA	NA
PRD000514	18313	2795	2792	3	NA	NA
PRD000514	18314	2694	2688	6	NA	NA
PRD000514	18315	2767	2763	4	NA	NA
PRD000514	18316	2660	2650	10	NA	NA
PRD000514	18317	2565	2556	9	NA	NA
PRD000514	18318	2332	2328	4	NA	NA
PRD000514	18319	2943	2936	7	NA	NA
PRD000514	18320	2532	2528	4	NA	NA
PRD000514	18321	2894	2891	3	NA	NA
PRD000514	18322	3015	3012	3	NA	NA
PRD000514	18323	3439	3432	7	NA	NA
PRD000514	18324	2559	2556	3	NA	NA
PRD000514	18325	3390	3386	4	NA	NA
PRD000514	18326	2658	2656	2	NA	NA
PRD000514	18327	3335	3328	7	NA	NA
PRD000514	18328	2171	2163	8	NA	NA
PRD000514	18329	2644	2640	4	NA	NA
PRD000514	18330	2015	2009	6	NA	NA
PRD000514	18331	2624	2616	8	NA	NA
PRD000514	18332	2263	2260	3	NA	NA
PRD000514	18333	2254	2251	3	NA	1
PRD000242	12335	127	113	14	33	5
PRD000242	12336	62	59	3	30	1
PRD000242	12337	87	87	NA	52	NA
PRD000242	12338	38	36	2	19	1
PRD000242	12339	41	37	4	28	2
PRD000242	12340	731	633	98	345	50
PRD000242	12341	144	124	20	98	20
PRD000242	12342	61	56	5	44	3
PRD000242	12343	92	80	12	38	4
PRD000242	12344	61	55	6	33	4
PRD000242	12345	42	38	4	28	4
PRD000242	12346	142	108	34	41	9
PXD000283	29780	36575	35555	1020	2467	71
PXD000283	29781	33193	32276	917	2261	61
PXD000876	35922	20871	20827	44	505	1
PXD000876	35923	25984	24645	1339	986	389
PXD000876	35924	19150	19080	70	818	16
PXD000876	35925	26443	25204	1239	742	432
PXD000876	35926	19814	19747	67	765	14
PXD000876	35927	27024	25643	1381	708	397
PXD000876	35928	20413	20330	83	639	12
PXD000876	35929	20897	20829	68	597	13
PXD000876	35930	25354	24006	1348	1060	373
PXD000876	35931	27157	25675	1482	598	70
PXD000876	35932	19582	19545	37	490	1
PXD000876	35933	25302	24218	1084	591	138
PRD000277	13291	7337	7304	33	102	3
PRD000277	13292	5584	5555	29	479	6
PRD000277	13293	8024	7946	78	782	3
PRD000277	13294	7279	7218	61	539	2
PRD000277	13295	4783	4754	29	375	NA
PRD000277	13296	4878	4848	30	429	2
PRD000277	13297	5623	5592	31	401	2
PRD000277	13298	2486	2460	26	220	3
PRD000277	13299	4987	4942	45	248	2
PRD000277	13300	3261	3240	21	313	2
PRD000277	13301	3363	3346	17	183	2
PRD000277	13302	5114	5067	47	408	5
PRD000277	13303	2869	2685	184	165	4
PRD000277	13304	1390	1274	116	73	15
PRD000277	13305	7279	7218	61	539	2
PRD000277	13306	3670	3635	35	432	7
PRD000277	13307	503	498	5	60	NA
PRD000277	13308	5073	5055	18	197	1
PXD001286	39660	403	400	3	NA	NA
PXD001286	39661	234	233	1	2	NA
PRD000551	19055	14243	14240	3	2789	NA
PRD000551	19056	19835	19829	6	4028	NA
PRD000551	19057	15576	15571	5	2968	NA
PRD000551	19058	17931	17930	1	3298	NA
PRD000551	19059	19276	19275	1	3717	NA
PRD000551	19060	19274	19271	3	3860	NA
PRD000551	19061	9494	9488	6	2520	NA
PXD001072	37772	1155	1153	2	NA	NA
PXD001072	37773	1861	1856	5	NA	2
PXD001072	37774	1702	1701	1	NA	NA
PXD001072	37775	1912	1907	5	NA	1
PXD001072	37776	816	816	NA	NA	NA
PXD001072	37777	1047	1044	3	NA	NA
PXD001072	37778	1980	1974	6	NA	NA
PXD001072	37779	1625	1617	8	NA	2
PXD001072	37780	841	837	4	NA	NA
PXD001072	37781	1663	1663	NA	NA	NA
PXD001072	37782	1643	1638	5	NA	2
PXD001072	37783	1714	1703	11	NA	1
PXD001072	37784	1656	1646	10	NA	2
PXD001072	37785	1619	1617	2	NA	NA
PXD001072	37786	1961	1957	4	NA	1
PXD001072	37787	1772	1759	13	NA	4
PXD001072	37788	1320	1317	3	NA	NA
PXD001072	37789	1412	1407	5	NA	4
PXD001072	37790	1962	1952	10	NA	1
PXD001072	37791	1765	1754	11	NA	1
PXD001072	37792	1749	1741	8	NA	3
PXD001072	37793	600	600	NA	NA	NA
PXD001072	37794	1141	1138	3	NA	1
PXD001072	37795	1274	1273	1	NA	NA
PXD001072	37796	1385	1385	NA	NA	NA
PXD001072	37797	1212	1210	2	NA	1
PXD001072	37798	873	871	2	NA	2
PXD001072	37799	989	987	2	NA	NA
PXD001072	37800	1533	1532	1	NA	NA
PXD001072	37801	1312	1308	4	NA	NA
PXD001072	37802	1123	1122	1	NA	NA
PXD001072	37803	1066	1065	1	NA	NA
PXD001072	37804	1018	1017	1	NA	1
PXD001072	37805	1141	1140	1	NA	NA
PXD001072	37806	2091	2086	5	NA	NA
PXD001072	37807	1263	1262	1	NA	NA
PRD000066	3866	21	20	1	NA	NA
PRD000066	3867	37	35	2	NA	NA
PRD000066	3868	11	10	1	NA	1
PRD000066	3869	18	18	NA	NA	NA
PRD000066	3870	6	6	NA	NA	NA
PRD000066	3871	10	10	NA	NA	NA
PRD000066	3872	5	4	1	NA	1
PRD000066	3873	15	15	NA	1	NA
PRD000066	3874	31	30	1	NA	1
PRD000066	3875	10	9	1	NA	NA
PRD000066	3876	5	5	NA	NA	NA
PRD000066	3877	15	15	NA	NA	NA
PRD000066	3878	5	5	NA	1	NA
PRD000066	3879	2	2	NA	NA	NA
PRD000066	3880	15	15	NA	NA	NA
PRD000066	3881	45	42	3	NA	NA
PRD000066	3882	19	18	1	NA	NA
PRD000066	3883	11	11	NA	NA	NA
PRD000066	3884	21	19	2	NA	NA
PRD000066	3885	4	4	NA	NA	NA
PRD000066	3886	1	NA	1	NA	1
PRD000066	3887	5	5	NA	NA	NA
PRD000066	3888	55	54	1	1	NA
PRD000066	3889	24	24	NA	NA	NA
PRD000066	3890	11	11	NA	1	NA
PRD000066	3891	16	15	1	5	NA
PRD000066	3892	5	5	NA	NA	NA
PRD000066	3893	2	1	1	NA	1
PRD000066	3894	67	66	1	NA	NA
PRD000066	3895	50	48	2	NA	NA
PRD000066	3896	20	20	NA	1	NA
PRD000066	3897	7	7	NA	NA	NA
PRD000066	3898	20	20	NA	8	NA
PRD000066	3899	1	NA	1	NA	1
PRD000066	3901	42	40	2	NA	2
PRD000066	3902	46	46	NA	NA	NA
PRD000066	3903	21	20	1	NA	NA
PRD000066	3904	12	12	NA	NA	NA
PRD000066	3905	30	28	2	NA	NA
PRD000066	3906	1	NA	1	NA	1
PRD000066	3907	1	NA	1	NA	1
PRD000066	3908	34	34	NA	NA	NA
PRD000066	3909	73	70	3	NA	NA
PRD000066	3910	10	10	NA	NA	NA
PRD000066	3911	14	14	NA	NA	NA
PRD000066	3914	14	13	1	NA	1
PRD000066	3915	54	54	NA	NA	NA
PRD000066	3916	62	60	2	1	NA
PRD000066	3917	22	22	NA	NA	NA
PRD000066	3918	5	5	NA	NA	NA
PRD000066	3921	21	21	NA	NA	NA
PRD000066	3922	62	61	1	NA	NA
PRD000066	3923	51	49	2	NA	NA
PRD000066	3924	29	29	NA	NA	NA
PRD000066	3925	12	12	NA	NA	NA
PRD000066	3927	3	1	2	NA	2
PRD000066	3928	14	13	1	NA	1
PRD000066	3929	36	35	1	NA	1
PRD000066	3930	63	59	4	NA	NA
PRD000066	3931	25	25	NA	NA	NA
PRD000066	3932	9	9	NA	NA	NA
PRD000066	3933	5	5	NA	NA	NA
PRD000066	3934	2	2	NA	NA	NA
PRD000066	3935	1	NA	1	NA	1
PRD000066	3936	21	21	NA	NA	NA
PRD000066	3937	48	45	3	NA	1
PRD000066	3938	41	41	NA	NA	NA
PRD000066	3939	12	11	1	NA	NA
PRD000066	3940	11	11	NA	NA	NA
PRD000066	3941	3	2	1	NA	1
PRD000066	3942	1	NA	1	NA	1
PRD000066	3943	6	6	NA	NA	NA
PRD000066	3944	68	68	NA	NA	NA
PRD000066	3945	44	39	5	NA	NA
PRD000066	3946	10	10	NA	NA	NA
PRD000066	3947	30	26	4	NA	NA
PRD000066	3949	2	2	NA	NA	NA
PRD000066	3951	56	55	1	NA	1
PRD000066	3952	21	20	1	NA	NA
PRD000066	3953	4	4	NA	NA	NA
PRD000066	3954	36	34	2	NA	NA
PRD000066	3955	1	1	NA	NA	NA
PRD000066	3956	2	1	1	NA	1
PRD000066	3957	28	27	1	3	1
PRD000066	3958	69	68	1	NA	NA
PRD000066	3959	21	21	NA	NA	NA
PRD000066	3960	7	7	NA	NA	NA
PRD000066	3961	26	26	NA	NA	NA
PRD000066	3962	2	2	NA	1	NA
PRD000066	3964	22	21	1	1	NA
PRD000066	3965	90	89	1	NA	NA
PRD000066	3966	31	31	NA	NA	NA
PRD000066	3967	10	9	1	NA	1
PRD000066	3968	20	19	1	NA	NA
PRD000066	3969	15	14	1	NA	NA
PRD000066	3970	1	NA	1	NA	1
PRD000066	3971	28	27	1	NA	1
PRD000066	3972	77	74	3	NA	NA
PRD000066	3973	40	40	NA	NA	NA
PRD000066	3974	11	11	NA	NA	NA
PRD000066	3975	28	26	2	NA	NA
PRD000066	3976	16	16	NA	NA	NA
PRD000066	3977	3	2	1	NA	1
PRD000066	3978	29	29	NA	NA	NA
PRD000066	3979	46	44	2	NA	NA
PRD000066	3980	20	20	NA	1	NA
PRD000066	3981	11	11	NA	NA	NA
PRD000066	3982	35	32	3	NA	NA
PRD000066	3983	5	5	NA	NA	NA
PRD000066	3984	3	2	1	NA	1
PRD000066	3985	20	19	1	1	NA
PRD000066	3986	46	45	1	NA	1
PRD000066	3987	37	37	NA	NA	NA
PRD000066	3988	11	11	NA	NA	NA
PRD000066	3989	39	39	NA	NA	NA
PRD000066	3990	5	4	1	NA	1
PRD000066	3991	2	1	1	NA	1
PRD000066	3992	22	22	NA	NA	NA
PRD000066	3993	45	45	NA	NA	NA
PRD000066	3994	33	33	NA	NA	NA
PRD000066	3995	10	10	NA	NA	NA
PRD000066	3996	28	28	NA	NA	NA
PRD000066	3997	3	3	NA	NA	NA
PRD000066	3998	21	20	1	NA	NA
PRD000066	3999	25	24	1	5	NA
PRD000066	4000	48	48	NA	1	NA
PRD000066	4001	47	46	1	NA	NA
PRD000066	4002	16	16	NA	NA	NA
PRD000066	4003	40	38	2	NA	NA
PRD000066	4004	13	12	1	4	1
PRD000066	4005	15	15	NA	NA	NA
PRD000066	4006	30	29	1	2	NA
PRD000066	4007	50	50	NA	NA	NA
PRD000066	4008	16	16	NA	NA	NA
PRD000066	4009	12	11	1	NA	NA
PRD000066	4010	44	42	2	NA	NA
PRD000066	4011	11	11	NA	3	NA
PRD000066	4012	5	2	3	NA	2
PRD000066	4013	24	23	1	NA	NA
PRD000066	4014	62	59	3	NA	1
PRD000066	4015	17	16	1	NA	NA
PRD000066	4016	11	11	NA	NA	NA
PRD000066	4017	23	23	NA	NA	NA
PRD000066	4018	8	8	NA	NA	NA
PRD000066	4019	5	5	NA	NA	NA
PRD000066	4020	20	20	NA	NA	NA
PRD000066	4021	62	62	NA	NA	NA
PRD000066	4022	17	17	NA	NA	NA
PRD000066	4024	37	37	NA	NA	NA
PRD000066	4025	2	2	NA	NA	NA
PRD000066	4026	4	1	3	NA	2
PRD000066	4028	90	86	4	NA	NA
PRD000066	4029	53	53	NA	NA	NA
PRD000066	4030	1	NA	1	NA	1
PRD000066	4031	31	30	1	NA	1
PRD000066	4033	1	NA	1	NA	1
PRD000066	4034	28	28	NA	NA	NA
PRD000066	4035	89	88	1	NA	NA
PRD000066	4036	39	39	NA	NA	NA
PRD000066	4037	1	NA	1	NA	1
PRD000066	4038	49	49	NA	1	NA
PRD000066	4039	1	1	NA	NA	NA
PRD000066	4040	12	12	NA	NA	NA
PRD000066	4041	43	41	2	NA	NA
PRD000066	4042	114	111	3	NA	NA
PRD000066	4043	17	16	1	NA	NA
PRD000066	4044	1	1	NA	NA	NA
PRD000066	4045	61	61	NA	2	NA
PRD000066	4046	2	2	NA	NA	NA
PRD000066	4047	4	3	1	NA	1
PRD000066	4048	63	59	4	4	NA
PRD000066	4049	133	129	4	NA	NA
PRD000066	4050	14	14	NA	NA	NA
PRD000066	4051	2	1	1	NA	1
PRD000066	4052	49	48	1	NA	NA
PRD000066	4054	5	4	1	NA	1
PRD000066	4055	24	23	1	4	1
PRD000066	4056	143	139	4	NA	NA
PRD000066	4057	6	6	NA	NA	NA
PRD000066	4058	9	7	2	NA	NA
PRD000066	4059	59	58	1	NA	NA
PRD000066	4060	1	1	NA	NA	NA
PRD000066	4061	13	12	1	NA	1
PRD000066	4062	19	17	2	2	1
PRD000066	4063	114	107	7	NA	NA
PRD000066	4064	9	9	NA	NA	NA
PRD000066	4065	5	5	NA	NA	NA
PRD000066	4066	76	69	7	NA	NA
PRD000066	4067	7	7	NA	NA	NA
PRD000066	4068	8	8	NA	NA	NA
PRD000066	4069	48	46	2	NA	1
PRD000066	4070	94	91	3	1	NA
PRD000066	4071	32	32	NA	19	NA
PRD000066	4072	4	4	NA	NA	NA
PRD000066	4073	52	52	NA	NA	NA
PRD000066	4074	1	NA	1	NA	1
PRD000066	4075	1	NA	1	NA	1
PRD000066	4076	52	48	4	NA	NA
PRD000066	4077	123	123	NA	19	NA
PRD000066	4078	21	21	NA	9	NA
PRD000066	4079	7	7	NA	1	NA
PRD000066	4080	73	73	NA	NA	NA
PRD000066	4081	7	7	NA	1	NA
PRD000066	4082	2	1	1	NA	1
PRD000066	4083	53	50	3	NA	NA
PRD000066	4084	104	104	NA	16	NA
PRD000066	4085	22	22	NA	5	NA
PRD000066	4086	20	19	1	1	NA
PRD000066	4087	106	105	1	NA	NA
PRD000066	4088	2	2	NA	NA	NA
PRD000066	4089	5	5	NA	NA	NA
PRD000066	4090	50	49	1	NA	NA
PRD000066	4091	80	80	NA	4	NA
PRD000066	4092	13	13	NA	1	NA
PRD000066	4093	24	23	1	NA	1
PRD000066	4094	50	50	NA	NA	NA
PRD000066	4096	11	11	NA	NA	NA
PRD000066	4097	56	54	2	NA	1
PRD000066	4098	80	77	3	NA	NA
PRD000066	4099	2	2	NA	1	NA
PRD000066	4100	18	17	1	NA	NA
PRD000066	4101	63	62	1	NA	NA
PRD000066	4102	23	20	3	NA	NA
PRD000066	4103	2	1	1	NA	1
PRD000066	4104	1	1	NA	NA	NA
PRD000066	4105	20	20	NA	NA	NA
PRD000066	4106	7	7	NA	NA	NA
PRD000066	4107	10	10	NA	NA	NA
PRD000066	4108	37	36	1	NA	NA
PRD000066	4109	23	23	NA	NA	NA
PRD000066	4110	1	1	NA	NA	NA
PRD000066	4111	62	59	3	NA	NA
PRD000066	4112	35	34	1	NA	1
PRD000066	4113	14	14	NA	NA	NA
PRD000066	4114	10	9	1	NA	1
PRD000066	4115	72	72	NA	16	NA
PRD000066	4116	19	19	NA	NA	NA
PRD000066	4117	3	1	2	NA	2
PRD000066	4118	73	66	7	NA	1
PRD000066	4119	34	32	2	NA	NA
PRD000066	4120	33	33	NA	NA	NA
PRD000066	4121	14	14	NA	2	NA
PRD000066	4122	68	68	NA	16	NA
PRD000066	4123	6	5	1	NA	1
PRD000066	4124	16	16	NA	2	NA
PRD000066	4125	48	48	NA	2	NA
PRD000066	4126	59	58	1	NA	NA
PRD000066	4127	30	30	NA	1	NA
PRD000066	4128	14	12	2	2	1
PRD000066	4129	16	16	NA	1	NA
PRD000066	4130	24	24	NA	NA	NA
PRD000066	4131	4	3	1	NA	1
PRD000066	4132	64	61	3	NA	NA
PRD000066	4133	66	65	1	NA	NA
PRD000066	4134	9	9	NA	NA	NA
PRD000066	4135	9	9	NA	NA	NA
PRD000066	4136	31	31	NA	1	NA
PRD000066	4137	12	12	NA	NA	NA
PRD000066	4138	1	NA	1	NA	1
PRD000066	4139	44	43	1	NA	NA
PRD000066	4140	60	59	1	NA	NA
PRD000066	4141	23	23	NA	NA	NA
PRD000066	4142	13	13	NA	NA	NA
PRD000066	4143	15	15	NA	1	NA
PRD000066	4144	28	27	1	NA	NA
PRD000066	4145	10	9	1	3	1
PRD000066	4146	75	74	1	NA	NA
PRD000066	4147	52	52	NA	NA	NA
PRD000066	4148	36	35	1	NA	NA
PRD000066	4149	19	18	1	NA	1
PRD000066	4150	8	8	NA	2	NA
PRD000066	4151	7	7	NA	NA	NA
PRD000066	4152	3	2	1	NA	1
PRD000066	4153	70	69	1	NA	NA
PRD000066	4154	73	69	4	NA	NA
PRD000066	4155	16	14	2	NA	NA
PRD000066	4156	19	18	1	NA	1
PRD000066	4157	25	24	1	2	NA
PRD000066	4158	12	12	NA	NA	NA
PRD000066	4159	10	9	1	NA	NA
PRD000066	4160	66	62	4	NA	NA
PRD000066	4161	101	97	4	NA	NA
PRD000066	4162	10	9	1	NA	NA
PRD000066	4163	29	28	1	NA	NA
PRD000066	4164	2	2	NA	NA	NA
PRD000066	4165	2	2	NA	NA	NA
PRD000066	4166	9	7	2	NA	2
PRD000066	4167	85	84	1	NA	NA
PRD000066	4168	74	70	4	NA	2
PRD000066	4169	3	3	NA	NA	NA
PRD000066	4170	28	28	NA	NA	NA
PRD000066	4171	30	30	NA	NA	NA
PRD000066	4172	2	2	NA	NA	NA
PRD000066	4173	6	5	1	NA	1
PRD000066	4174	70	65	5	NA	NA
PRD000066	4175	39	36	3	NA	1
PRD000066	4176	6	6	NA	NA	NA
PRD000066	4177	15	13	2	NA	1
PRD000066	4178	39	38	1	NA	NA
PRD000066	4179	8	8	NA	NA	NA
PRD000066	4180	1	NA	1	NA	1
PRD000066	4181	12	11	1	NA	1
PRD000066	4182	69	67	2	1	NA
PRD000066	4183	3	3	NA	NA	NA
PRD000066	4184	22	21	1	NA	NA
PRD000066	4185	46	42	4	NA	NA
PRD000066	4186	1	NA	1	NA	1
PRD000066	4187	5	5	NA	NA	NA
PRD000066	4188	65	60	5	NA	1
PRD000066	4189	31	31	NA	NA	NA
PRD000066	4190	10	9	1	NA	NA
PRD000066	4191	20	19	1	NA	1
PRD000066	4192	66	64	2	NA	NA
PRD000066	4194	7	6	1	NA	1
PRD000066	4195	56	55	1	NA	NA
PRD000066	4196	53	49	4	NA	NA
PRD000066	4198	25	25	NA	NA	NA
PRD000066	4199	28	27	1	NA	NA
PRD000066	4201	15	15	NA	NA	NA
PRD000066	4202	59	59	NA	1	NA
PRD000066	4203	53	52	1	NA	NA
PRD000066	4204	12	12	NA	NA	NA
PRD000066	4205	39	37	2	NA	1
PRD000066	4206	28	27	1	NA	NA
PRD000066	4207	3	3	NA	NA	NA
PRD000066	4208	6	6	NA	NA	NA
PRD000066	4209	49	49	NA	NA	NA
PRD000066	4210	27	26	1	NA	NA
PRD000066	4211	6	6	NA	NA	NA
PRD000066	4212	48	47	1	NA	1
PRD000066	4213	53	52	1	1	NA
PRD000066	4214	8	8	NA	NA	NA
PRD000066	4215	14	13	1	11	1
PRD000066	4216	44	43	1	NA	1
PRD000066	4217	16	16	NA	3	NA
PRD000066	4218	20	18	2	NA	NA
PRD000066	4219	33	31	2	NA	1
PRD000066	4220	12	11	1	NA	NA
PRD000066	4221	22	21	1	NA	NA
PRD000066	4222	5	4	1	3	1
PRD000066	4223	62	61	1	NA	NA
PRD000066	4224	27	27	NA	NA	NA
PRD000066	4225	9	9	NA	NA	NA
PRD000066	4226	41	40	1	NA	NA
PRD000066	4227	42	39	3	NA	NA
PRD000066	4228	57	56	1	NA	NA
PRD000066	4229	8	8	NA	5	NA
PRD000066	4230	83	82	1	1	NA
PRD000066	4231	10	10	NA	NA	NA
PRD000066	4232	3	3	NA	NA	NA
PRD000066	4233	40	37	3	NA	1
PRD000066	4234	30	30	NA	NA	NA
PRD000066	4235	91	86	5	NA	NA
PRD000066	4236	2	1	1	NA	1
PRD000066	4237	88	84	4	NA	NA
PRD000066	4238	18	18	NA	NA	NA
PRD000066	4239	7	7	NA	NA	NA
PRD000066	4240	38	36	2	NA	NA
PRD000066	4241	36	35	1	NA	NA
PRD000066	4242	128	126	2	NA	NA
PRD000066	4243	2	1	1	NA	1
PRD000066	4244	81	81	NA	NA	NA
PRD000066	4245	24	24	NA	NA	NA
PRD000066	4246	7	7	NA	NA	NA
