PROJECT	ASSAY	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA
PRD000066	4247	37	37	NA	NA	NA
PRD000066	4249	80	79	1	NA	NA
PRD000066	4250	3	3	NA	NA	NA
PRD000066	4251	115	113	2	NA	NA
PRD000066	4252	21	21	NA	NA	NA
PRD000066	4253	8	8	NA	NA	NA
PRD000066	4254	42	41	1	NA	NA
PRD000066	4255	12	11	1	NA	1
PRD000066	4256	65	64	1	NA	NA
PRD000066	4257	2	1	1	NA	1
PRD000066	4258	14	13	1	NA	1
PRD000066	4259	23	23	NA	NA	NA
PRD000066	4260	2	2	NA	NA	NA
PRD000066	4261	65	62	3	NA	1
PRD000066	4262	2	2	NA	NA	NA
PRD000066	4263	52	49	3	NA	NA
PRD000066	4264	12	12	NA	9	NA
PRD000066	4265	145	142	3	NA	NA
PRD000066	4266	30	30	NA	NA	NA
PRD000066	4268	49	47	2	NA	NA
PRD000066	4269	7	6	1	NA	1
PRD000066	4270	50	49	1	NA	NA
PRD000066	4271	5	4	1	4	1
PRD000066	4272	93	91	2	NA	NA
PRD000066	4273	11	11	NA	NA	NA
PRD000066	4275	40	40	NA	NA	NA
PRD000066	4276	3	3	NA	NA	NA
PRD000066	4277	52	51	1	NA	NA
PRD000066	4278	8	7	1	NA	1
PRD000066	4279	107	102	5	NA	NA
PRD000066	4280	30	30	NA	NA	NA
PRD000066	4282	26	26	NA	NA	NA
PRD000066	4283	11	11	NA	NA	NA
PRD000066	4284	32	31	1	NA	1
PRD000066	4285	9	8	1	NA	1
PRD000066	4286	85	80	5	NA	NA
PRD000066	4287	8	8	NA	NA	NA
PRD000066	4289	25	24	1	NA	1
PRD000066	4290	12	12	NA	NA	NA
PRD000066	4291	25	23	2	NA	1
PRD000066	4292	7	5	2	NA	2
PRD000066	4293	120	119	1	13	NA
PRD000066	4294	14	14	NA	NA	NA
PRD000066	4296	31	31	NA	NA	NA
PRD000066	4297	8	7	1	NA	1
PRD000066	4299	2	1	1	NA	1
PRD000066	4300	89	89	NA	8	NA
PRD000066	4301	3	2	1	NA	1
PRD000066	4302	1	1	NA	NA	NA
PRD000066	4303	13	12	1	NA	1
PRD000066	4304	12	12	NA	NA	NA
PRD000066	4305	1	1	NA	NA	NA
PRD000066	4306	13	13	NA	4	NA
PRD000066	4307	78	77	1	5	NA
PRD000066	4308	1	NA	1	NA	1
PRD000066	4310	18	18	NA	NA	NA
PRD000066	4311	6	6	NA	1	NA
PRD000066	4312	14	14	NA	NA	NA
PRD000066	4313	5	4	1	1	1
PRD000066	4314	67	65	2	NA	NA
PRD000066	4317	29	29	NA	NA	NA
PRD000066	4318	9	9	NA	1	NA
PRD000066	4319	13	12	1	NA	NA
PRD000066	4320	3	2	1	NA	1
PRD000066	4321	49	47	2	NA	1
PRD000066	4324	42	41	1	NA	NA
PRD000066	4325	4	4	NA	1	NA
PRD000066	4326	3	3	NA	NA	NA
PRD000066	4327	2	NA	2	NA	2
PRD000066	4328	20	19	1	NA	1
PRD000066	4329	5	4	1	NA	1
PRD000066	4331	26	26	NA	NA	NA
PRD000066	4332	10	10	NA	NA	NA
PRD000066	4333	9	9	NA	NA	NA
PRD000066	4334	6	5	1	NA	1
PRD000066	4335	15	15	NA	NA	NA
PRD000066	4336	2	2	NA	NA	NA
PRD000066	4338	62	59	3	NA	NA
PRD000066	4339	1	1	NA	1	NA
PRD000066	4340	34	30	4	NA	NA
PRD000066	4342	47	45	2	NA	1
PRD000066	4344	1	1	NA	NA	NA
PRD000066	4345	77	73	4	NA	NA
PRD000066	4346	1	1	NA	NA	NA
PRD000066	4347	33	31	2	NA	NA
PRD000066	4348	5	5	NA	NA	NA
PRD000066	4349	82	79	3	NA	1
PRD000066	4350	1	NA	1	NA	1
PRD000066	4351	3	2	1	NA	NA
PRD000066	4352	120	116	4	NA	NA
PRD000066	4353	4	3	1	NA	1
PRD000066	4354	30	29	1	NA	NA
PRD000066	4355	3	1	2	NA	2
PRD000066	4356	47	46	1	NA	NA
PRD000066	4358	13	13	NA	NA	NA
PRD000066	4359	127	121	6	NA	NA
PRD000066	4360	4	4	NA	NA	NA
PRD000066	4361	13	12	1	NA	NA
PRD000066	4362	20	20	NA	NA	NA
PRD000066	4363	53	53	NA	NA	NA
PRD000066	4366	124	123	1	NA	NA
PRD000066	4367	8	8	NA	NA	NA
PRD000066	4368	34	33	1	NA	NA
PRD000066	4369	4	3	1	NA	1
PRD000066	4370	54	51	3	NA	1
PRD000066	4372	2	1	1	NA	NA
PRD000066	4373	104	101	3	NA	NA
PRD000066	4374	3	3	NA	NA	NA
PRD000066	4375	25	24	1	NA	NA
PRD000066	4376	4	3	1	NA	1
PRD000066	4377	116	113	3	NA	NA
PRD000066	4379	5	5	NA	NA	NA
PRD000066	4380	88	84	4	NA	NA
PRD000066	4381	11	11	NA	1	NA
PRD000066	4382	7	7	NA	NA	NA
PRD000066	4383	12	11	1	NA	1
PRD000066	4384	96	91	5	NA	NA
PRD000066	4387	78	77	1	1	NA
PRD000066	4388	1	1	NA	NA	NA
PRD000066	4389	11	10	1	NA	NA
PRD000066	4390	11	10	1	NA	1
PRD000066	4391	65	62	3	NA	1
PRD000066	4393	3	3	NA	NA	NA
PRD000066	4394	68	66	2	NA	NA
PRD000066	4396	7	7	NA	NA	NA
PRD000066	4397	5	3	2	NA	2
PRD000066	4398	60	59	1	2	NA
PRD000066	4399	5	5	NA	1	NA
PRD000066	4401	46	44	2	NA	NA
PRD000066	4403	6	6	NA	NA	NA
PRD000066	4404	12	11	1	NA	1
PRD000066	4405	61	61	NA	NA	NA
PRD000066	4406	2	2	NA	NA	NA
PRD000066	4407	25	25	NA	5	NA
PRD000066	4408	43	41	2	NA	1
PRD000066	4409	5	5	NA	1	NA
PRD000066	4410	7	7	NA	NA	NA
PRD000066	4411	6	5	1	NA	1
PRD000066	4412	20	20	NA	NA	NA
PRD000066	4414	23	23	NA	7	NA
PRD000066	4415	19	18	1	NA	NA
PRD000066	4416	15	15	NA	2	NA
PRD000066	4417	3	3	NA	NA	NA
PRD000066	4418	5	4	1	NA	1
PRD000066	4419	48	46	2	NA	1
PRD000066	4421	22	22	NA	2	NA
PRD000066	4422	19	18	1	NA	NA
PRD000066	4423	6	6	NA	1	NA
PRD000066	4424	3	3	NA	NA	NA
PRD000066	4425	6	6	NA	NA	NA
PRD000066	4426	54	50	4	NA	NA
PRD000066	4427	5	4	1	NA	1
PRD000066	4428	43	43	NA	2	NA
PRD000066	4429	25	23	2	NA	1
PRD000066	4430	1	1	NA	NA	NA
PRD000066	4431	4	4	NA	NA	NA
PRD000066	4432	11	8	3	NA	NA
PRD000066	4433	53	52	1	NA	NA
PRD000066	4434	3	3	NA	NA	NA
PRD000066	4435	28	28	NA	NA	NA
PRD000066	4436	63	62	1	NA	NA
PRD000066	4437	5	5	NA	NA	NA
PRD000066	4438	6	5	1	NA	1
PRD000066	4439	3	3	NA	NA	NA
PRD000066	4440	29	27	2	NA	NA
PRD000066	4441	4	3	1	NA	1
PRD000066	4442	16	16	NA	1	NA
PRD000066	4443	42	41	1	NA	NA
PRD000066	4444	7	7	NA	NA	NA
PRD000066	4445	4	3	1	NA	1
PRD000066	4446	5	5	NA	4	NA
PRD000066	4447	24	23	1	NA	NA
PRD000066	4449	14	14	NA	1	NA
PRD000066	4450	39	36	3	1	1
PRD000066	4451	7	7	NA	NA	NA
PRD000066	4452	2	2	NA	NA	NA
PRD000066	4453	2	2	NA	1	NA
PRD000066	4454	33	33	NA	NA	NA
PRD000066	4455	30	30	NA	NA	NA
PRD000066	4456	21	20	1	6	NA
PRD000066	4457	56	56	NA	1	NA
PRD000066	4458	12	12	NA	4	NA
PRD000066	4459	2	1	1	NA	1
PRD000066	4460	3	3	NA	NA	NA
PRD000066	4461	15	14	1	NA	1
PRD000066	4462	21	20	1	NA	NA
PRD000066	4463	7	7	NA	1	NA
PRD000066	4464	59	57	2	3	1
PRD000066	4465	1	1	NA	NA	NA
PRD000066	4466	2	2	NA	NA	NA
PRD000066	4467	5	5	NA	1	NA
PRD000066	4468	14	12	2	NA	2
PRD000066	4469	19	19	NA	NA	NA
PRD000066	4470	13	10	3	NA	NA
PRD000066	4471	60	55	5	NA	NA
PRD000066	4473	5	5	NA	NA	NA
PRD000066	4474	3	3	NA	NA	NA
PRD000066	4475	18	17	1	1	NA
PRD000066	4476	1	1	NA	NA	NA
PRD000066	4477	26	26	NA	NA	NA
PRD000066	4478	34	32	2	NA	NA
PRD000066	4480	1	1	NA	NA	NA
PRD000066	4481	4	4	NA	NA	NA
PRD000066	4482	20	18	2	NA	1
PRD000066	4483	1	NA	1	NA	1
PRD000066	4484	29	26	3	NA	NA
PRD000066	4485	36	34	2	NA	1
PRD000066	4488	7	7	NA	6	NA
PRD000066	4489	7	7	NA	NA	NA
PRD000066	4490	12	11	1	NA	NA
PRD000066	4491	42	40	2	NA	NA
PRD000066	4492	54	54	NA	NA	NA
PRD000066	4493	1	1	NA	NA	NA
PRD000066	4494	2	1	1	1	1
PRD000066	4496	29	28	1	NA	NA
PRD000066	4497	2	1	1	NA	NA
PRD000066	4498	21	21	NA	8	NA
PRD000066	4499	40	40	NA	1	NA
PRD000066	4500	1	1	NA	NA	NA
PRD000066	4501	4	3	1	NA	1
PRD000066	4502	1	NA	1	NA	1
PRD000066	4503	28	28	NA	NA	NA
PRD000066	4504	8	6	2	NA	NA
PRD000066	4505	26	24	2	5	2
PRD000066	4506	56	52	4	NA	NA
PRD000066	4508	1	NA	1	NA	1
PRD000066	4509	1	1	NA	1	NA
PRD000066	4510	5	4	1	NA	1
PRD000066	4511	10	7	3	NA	NA
PRD000066	4512	32	31	1	NA	NA
PRD000066	4513	31	31	NA	NA	NA
PRD000066	4514	9	8	1	NA	NA
PRD000066	4516	4	4	NA	NA	NA
PRD000066	4517	34	34	NA	NA	NA
PRD000066	4518	15	12	3	NA	NA
PRD000066	4519	14	14	NA	NA	NA
PRD000066	4520	12	11	1	NA	NA
PRD000066	4522	1	1	NA	NA	NA
PRD000066	4523	13	13	NA	NA	NA
PRD000066	4524	21	19	2	NA	2
PRD000066	4525	17	15	2	NA	NA
PRD000066	4526	3	3	NA	NA	NA
PRD000066	4527	15	15	NA	NA	NA
PRD000066	4529	1	NA	1	NA	1
PRD000066	4530	4	4	NA	NA	NA
PRD000066	4531	7	7	NA	NA	NA
PRD000066	4532	4	4	NA	NA	NA
PRD000066	4534	18	18	NA	NA	NA
PRD000066	4536	5	4	1	2	1
PRD000066	4537	3	3	NA	NA	NA
PRD000066	4538	5	5	NA	NA	NA
PRD000066	4539	2	2	NA	NA	NA
PRD000066	4540	5	3	2	NA	NA
PRD000066	4541	15	15	NA	NA	NA
PRD000066	4543	6	5	1	1	1
PRD000066	4544	4	4	NA	NA	NA
PRD000066	4546	20	19	1	NA	NA
PRD000066	4547	21	19	2	NA	NA
PRD000066	4548	13	12	1	NA	1
PRD000066	4549	4	4	NA	NA	NA
PRD000066	4550	12	11	1	1	1
PRD000066	4551	4	3	1	NA	1
PRD000066	4553	2	1	1	NA	1
PRD000066	4554	19	19	NA	NA	NA
PRD000066	4555	17	17	NA	NA	NA
PRD000066	4557	13	13	NA	NA	NA
PRD000066	4558	2	2	NA	NA	NA
PRD000066	4559	22	22	NA	5	NA
PRD000066	4560	1	1	NA	NA	NA
PRD000066	4561	1	1	NA	NA	NA
PRD000066	4562	8	8	NA	1	NA
PRD000066	4563	10	9	1	NA	NA
PRD000066	4564	11	10	1	NA	1
PRD000066	4565	6	6	NA	NA	NA
PRD000066	4567	4	4	NA	NA	NA
PRD000066	4568	7	7	NA	NA	NA
PRD000066	4569	14	14	NA	2	NA
PRD000066	4570	8	8	NA	NA	NA
PRD000066	4571	11	10	1	1	NA
PRD000066	4572	5	5	NA	NA	NA
PRD000066	4573	6	4	2	NA	NA
PRD000066	4574	11	11	NA	NA	NA
PRD000066	4575	13	13	NA	NA	NA
PRD000066	4576	9	9	NA	NA	NA
PRD000066	4577	11	11	NA	NA	NA
PRD000066	4578	40	39	1	4	NA
PRD000066	4579	7	7	NA	NA	NA
PRD000066	4581	2	2	NA	NA	NA
PRD000066	4582	27	27	NA	NA	NA
PRD000066	4583	10	10	NA	NA	NA
PRD000066	4584	18	18	NA	NA	NA
PRD000066	4585	32	32	NA	2	NA
PRD000066	4586	6	6	NA	NA	NA
PRD000066	4587	3	3	NA	NA	NA
PRD000066	4588	22	22	NA	NA	NA
PRD000066	4589	110	107	3	NA	NA
PRD000066	4590	8	8	NA	NA	NA
PRD000066	4591	1	1	NA	NA	NA
PRD000066	4592	40	39	1	1	NA
PRD000066	4593	3	3	NA	NA	NA
PRD000066	4595	3	3	NA	NA	NA
PRD000066	4596	75	75	NA	NA	NA
PRD000066	4597	7	7	NA	NA	NA
PRD000066	4599	44	43	1	NA	1
PRD000066	4600	6	5	1	NA	1
PRD000066	4601	2	1	1	1	1
PRD000066	4602	23	22	1	NA	NA
PRD000066	4603	91	90	1	NA	NA
PRD000066	4604	10	10	NA	NA	NA
PRD000066	4605	27	27	NA	NA	NA
PRD000066	4606	37	37	NA	4	NA
PRD000066	4607	1	1	NA	NA	NA
PRD000066	4608	1	1	NA	NA	NA
PRD000066	4609	12	11	1	NA	NA
PRD000066	4610	57	53	4	NA	NA
PRD000066	4611	8	8	NA	NA	NA
PRD000066	4612	34	34	NA	NA	NA
PRD000066	4613	51	49	2	6	NA
PRD000066	4614	6	6	NA	NA	NA
PRD000066	4615	5	5	NA	NA	NA
PRD000066	4616	2	2	NA	NA	NA
PRD000066	4617	118	113	5	NA	NA
PRD000066	4618	9	9	NA	NA	NA
PRD000066	4619	37	37	NA	NA	NA
PRD000066	4620	44	42	2	1	1
PRD000066	4621	1	NA	1	NA	1
PRD000066	4622	10	10	NA	NA	NA
PRD000066	4623	25	25	NA	NA	NA
PRD000066	4624	53	53	NA	NA	NA
PRD000066	4625	12	12	NA	NA	NA
PRD000066	4626	70	70	NA	NA	NA
PRD000066	4627	37	36	1	NA	1
PRD000066	4628	4	3	1	NA	NA
PRD000066	4629	6	6	NA	NA	NA
PRD000066	4630	34	34	NA	NA	NA
PRD000066	4631	39	39	NA	NA	NA
PRD000066	4632	9	9	NA	NA	NA
PRD000066	4633	32	32	NA	NA	NA
PRD000066	4634	39	38	1	NA	1
PRD000066	4635	4	4	NA	NA	NA
PRD000066	4636	17	16	1	1	NA
PRD000066	4637	42	42	NA	NA	NA
PRD000066	4638	42	42	NA	1	NA
PRD000066	4639	11	11	NA	NA	NA
PRD000066	4640	2	2	NA	NA	NA
PRD000066	4641	47	45	2	NA	NA
PRD000066	4642	3	3	NA	NA	NA
PRD000066	4643	17	16	1	1	NA
PRD000066	4644	40	38	2	NA	NA
PRD000066	4645	37	36	1	NA	NA
PRD000066	4646	10	9	1	1	NA
PRD000066	4647	12	12	NA	NA	NA
PRD000066	4648	81	77	4	7	2
PRD000066	4649	7	7	NA	NA	NA
PRD000066	4650	18	17	1	1	NA
PRD000066	4651	46	44	2	NA	NA
PRD000066	4652	75	71	4	NA	NA
PRD000066	4653	7	7	NA	NA	NA
PRD000066	4654	22	22	NA	NA	NA
PRD000066	4655	58	58	NA	2	NA
PRD000066	4656	25	25	NA	NA	NA
PRD000066	4657	13	13	NA	1	NA
PRD000066	4658	32	31	1	NA	NA
PRD000066	4659	99	93	6	NA	NA
PRD000066	4660	14	14	NA	NA	NA
PRD000066	4661	54	54	NA	8	NA
PRD000066	4662	45	44	1	NA	NA
PRD000066	4663	10	10	NA	NA	NA
PRD000066	4664	11	11	NA	NA	NA
PRD000066	4665	62	62	NA	2	NA
PRD000066	4666	62	59	3	NA	NA
PRD000066	4668	25	25	NA	NA	NA
PRD000066	4669	76	71	5	NA	NA
PRD000066	4670	1	NA	1	NA	1
PRD000066	4671	13	13	NA	NA	NA
PRD000066	4672	30	28	2	2	NA
PRD000066	4673	59	58	1	NA	NA
PRD000066	4675	6	6	NA	NA	NA
PRD000066	4676	47	45	2	NA	NA
PRD000066	4678	25	24	1	5	NA
PRD000066	4679	61	59	2	NA	NA
PRD000066	4680	56	56	NA	NA	NA
PRD000066	4682	3	3	NA	NA	NA
PRD000066	4683	59	56	3	NA	NA
PRD000066	4684	5	4	1	NA	NA
PRD000066	4685	26	25	1	2	NA
PRD000066	4686	44	41	3	NA	2
PRD000066	4687	81	81	NA	NA	NA
PRD000066	4689	1	1	NA	NA	NA
PRD000066	4690	49	48	1	1	1
PRD000066	4692	11	11	NA	NA	NA
PRD000066	4693	28	28	NA	NA	NA
PRD000066	4694	61	61	NA	NA	NA
PRD000066	4697	80	80	NA	2	NA
PRD000066	4698	1	NA	1	NA	1
PRD000066	4699	14	13	1	NA	1
PRD000066	4700	40	40	NA	1	NA
PRD000066	4701	28	28	NA	NA	NA
PRD000066	4703	1	1	NA	NA	NA
PRD000066	4704	86	82	4	NA	NA
PRD000066	4705	4	4	NA	3	NA
PRD000066	4706	16	16	NA	1	NA
PRD000066	4707	41	39	2	NA	1
PRD000066	4708	29	29	NA	NA	NA
PRD000066	4709	2	1	1	NA	1
PRD000066	4710	23	21	2	NA	NA
PRD000066	4711	54	54	NA	NA	NA
PRD000066	4712	8	8	NA	5	NA
PRD000066	4713	43	41	2	7	1
PRD000066	4714	22	21	1	NA	NA
PRD000066	4715	115	115	NA	57	NA
PRD000066	4716	1	NA	1	NA	1
PRD000066	4717	15	14	1	NA	1
PRD000066	4718	70	68	2	NA	NA
PRD000066	4719	11	11	NA	8	NA
PRD000066	4720	27	27	NA	3	NA
PRD000066	4721	44	43	1	1	NA
PRD000066	4722	52	52	NA	15	NA
PRD000066	4723	3	3	NA	NA	NA
PRD000066	4725	49	48	1	NA	NA
PRD000066	4726	1	1	NA	NA	NA
PRD000066	4727	11	11	NA	NA	NA
PRD000066	4728	4	4	NA	NA	NA
PRD000066	4729	41	41	NA	11	NA
PRD000066	4731	18	18	NA	NA	NA
PRD000066	4732	69	69	NA	NA	NA
PRD000066	4734	34	31	3	NA	1
PRD000066	4735	8	7	1	NA	1
PRD000066	4736	23	23	NA	1	NA
PRD000066	4737	8	7	1	2	1
PRD000066	4738	25	24	1	NA	NA
PRD000066	4739	75	73	2	NA	1
PRD000066	4740	13	13	NA	NA	NA
PRD000066	4741	19	17	2	NA	1
PRD000066	4742	56	53	3	NA	NA
PRD000066	4743	17	16	1	NA	1
PRD000066	4744	26	25	1	1	NA
PRD000066	4745	3	3	NA	NA	NA
PRD000066	4746	74	72	2	NA	NA
PRD000066	4747	9	9	NA	NA	NA
PRD000066	4748	13	11	2	NA	NA
PRD000066	4749	56	55	1	NA	NA
PRD000066	4750	11	10	1	NA	NA
PRD000066	4751	12	11	1	NA	1
PRD000066	4752	14	14	NA	NA	NA
PRD000066	4753	71	67	4	NA	NA
PRD000066	4754	9	9	NA	NA	NA
PRD000066	4755	12	12	NA	NA	NA
PRD000066	4756	21	21	NA	NA	NA
PRD000066	4757	19	19	NA	NA	NA
PRD000066	4760	59	57	2	NA	1
PRD000066	4761	1	NA	1	NA	1
PRD000066	4762	36	35	1	NA	NA
PRD000066	4763	9	9	NA	NA	NA
PRD000066	4764	53	53	NA	NA	NA
PRD000066	4765	10	10	NA	NA	NA
PRD000066	4767	40	38	2	1	2
PRD000066	4768	4	4	NA	NA	NA
PRD000066	4769	46	45	1	NA	NA
PRD000066	4770	14	14	NA	1	NA
PRD000066	4771	36	36	NA	NA	NA
PRD000066	4772	11	11	NA	4	NA
PRD000066	4774	46	45	1	NA	NA
PRD000066	4775	1	1	NA	NA	NA
PRD000066	4776	22	21	1	NA	NA
PRD000066	4777	6	5	1	NA	1
PRD000066	4778	32	31	1	NA	NA
PRD000066	4779	11	11	NA	3	NA
PRD000066	4780	2	2	NA	NA	NA
PRD000066	4781	51	49	2	1	1
PRD000066	4782	1	NA	1	NA	1
PRD000066	4783	30	28	2	NA	NA
PRD000066	4784	29	29	NA	NA	NA
PRD000066	4785	44	41	3	NA	NA
PRD000066	4786	8	8	NA	NA	NA
PRD000066	4787	1	1	NA	NA	NA
PRD000066	4788	61	60	1	NA	NA
PRD000066	4789	14	13	1	NA	NA
PRD000066	4790	34	34	NA	NA	NA
PRD000066	4791	36	34	2	NA	NA
PRD000066	4792	3	3	NA	NA	NA
PRD000066	4793	13	13	NA	NA	NA
PRD000066	4795	89	81	8	NA	NA
PRD000066	4796	3	3	NA	NA	NA
PRD000066	4797	51	51	NA	NA	NA
PRD000066	4798	24	23	1	NA	NA
PRD000066	4799	10	8	2	NA	NA
PRD000066	4800	1	1	NA	NA	NA
PRD000066	4802	86	80	6	NA	NA
PRD000066	4803	4	4	NA	NA	NA
PRD000066	4804	28	27	1	NA	1
PRD000066	4805	17	15	2	1	NA
PRD000066	4806	28	27	1	NA	NA
PRD000066	4807	2	2	NA	NA	NA
PRD000066	4808	1	1	NA	NA	NA
PRD000066	4809	88	87	1	1	NA
PRD000066	4810	9	9	NA	1	NA
PRD000066	4811	32	31	1	NA	NA
PRD000066	4812	8	8	NA	NA	NA
PRD000066	4813	48	48	NA	1	NA
PRD000066	4816	97	91	6	NA	NA
PRD000066	4817	4	4	NA	NA	NA
PRD000066	4818	24	22	2	NA	NA
PRD000066	4819	10	9	1	1	NA
PRD000066	4823	82	82	NA	NA	NA
PRD000066	4824	3	3	NA	NA	NA
PRD000066	4825	24	23	1	NA	1
PRD000066	4826	3	3	NA	NA	NA
PRD000066	4827	27	24	3	NA	NA
PRD000066	4828	4	4	NA	NA	NA
PRD000066	4830	113	112	1	NA	NA
PRD000066	4831	4	4	NA	NA	NA
PRD000066	4832	21	21	NA	NA	NA
PRD000066	4833	3	3	NA	NA	NA
PRD000066	4834	30	27	3	NA	NA
PRD000066	4836	1	1	NA	NA	NA
PRD000066	4837	152	151	1	NA	NA
PRD000066	4838	3	3	NA	NA	NA
PRD000066	4839	27	27	NA	NA	NA
PRD000066	4840	18	18	NA	NA	NA
PRD000066	4841	37	33	4	NA	NA
PRD000066	4842	18	18	NA	NA	NA
PRD000066	4844	136	133	3	NA	NA
PRD000066	4845	1	1	NA	NA	NA
PRD000066	4846	19	19	NA	NA	NA
PRD000066	4847	18	18	NA	NA	NA
PRD000066	4848	18	18	NA	NA	NA
PRD000066	4849	23	23	NA	NA	NA
PRD000066	4850	1	NA	1	NA	1
PRD000066	4851	149	141	8	1	1
PRD000066	4852	1	NA	1	NA	1
PRD000066	4853	14	13	1	NA	NA
PRD000066	4854	10	10	NA	NA	NA
PRD000066	4856	6	6	NA	NA	NA
PRD000066	4857	1	NA	1	NA	1
PRD000066	4858	113	108	5	2	NA
PRD000066	4859	3	3	NA	NA	NA
PRD000066	4860	36	36	NA	NA	NA
PRD000066	4861	24	23	1	NA	NA
PRD000066	4862	5	5	NA	NA	NA
PRD000066	4863	29	28	1	NA	NA
PRD000066	4864	1	NA	1	NA	1
PRD000066	4865	76	75	1	2	NA
PRD000066	4866	1	1	NA	NA	NA
PRD000066	4867	44	43	1	NA	NA
PRD000066	4868	5	5	NA	1	NA
PRD000066	4869	12	12	NA	NA	NA
PRD000066	4870	33	32	1	NA	NA
PRD000066	4872	85	81	4	5	3
PRD000066	4873	3	3	NA	NA	NA
PRD000066	4874	18	18	NA	NA	NA
PRD000066	4875	3	1	2	1	2
PRD000066	4876	23	23	NA	NA	NA
PRD000066	4877	19	17	2	NA	NA
PRD000066	4878	1	1	NA	1	NA
PRD000066	4879	119	117	2	10	1
PRD000066	4880	2	2	NA	2	NA
PRD000066	4881	46	43	3	NA	NA
PRD000066	4882	2	1	1	1	1
PRD000066	4883	11	11	NA	NA	NA
PRD000066	4884	19	16	3	4	1
PRD000066	4885	2	1	1	NA	1
PRD000066	4886	110	109	1	6	1
PRD000066	4888	50	50	NA	NA	NA
PRD000066	4889	1	NA	1	NA	1
PRD000066	4890	6	5	1	NA	NA
PRD000066	4891	15	13	2	NA	NA
PRD000066	4892	1	NA	1	NA	1
PRD000066	4893	59	56	3	2	1
PRD000066	4894	1	NA	1	NA	1
PRD000066	4895	52	51	1	NA	NA
PRD000066	4896	1	NA	1	NA	1
PRD000066	4897	4	3	1	NA	1
PRD000066	4898	45	43	2	NA	1
PRD000066	4900	29	29	NA	1	NA
PRD000066	4901	2	2	NA	NA	NA
PRD000066	4902	78	75	3	NA	NA
PRD000066	4904	2	1	1	NA	1
PRD000066	4905	37	37	NA	NA	NA
PRD000066	4906	1	1	NA	NA	NA
PRD000066	4907	45	43	2	7	2
PRD000066	4909	50	49	1	NA	NA
PRD000066	4910	2	NA	2	NA	2
PRD000066	4911	5	4	1	NA	1
PRD000066	4912	33	33	NA	NA	NA
PRD000066	4913	28	28	NA	3	NA
PRD000066	4914	75	73	2	5	NA
PRD000066	4915	2	2	NA	NA	NA
PRD000066	4916	62	60	2	NA	NA
PRD000066	4917	2	1	1	1	1
PRD000066	4918	6	6	NA	NA	NA
PRD000066	4919	29	27	2	NA	NA
PRD000066	4920	19	19	NA	1	NA
PRD000066	4921	61	59	2	4	1
PRD000066	4922	1	1	NA	NA	NA
PRD000066	4923	62	61	1	7	1
PRD000066	4924	1	NA	1	NA	1
PRD000066	4926	5	5	NA	NA	NA
PRD000066	4927	5	5	NA	NA	NA
PRD000066	4928	68	68	NA	2	NA
PRD000066	4929	1	NA	1	NA	1
PRD000066	4930	76	76	NA	2	NA
PRD000066	4931	3	2	1	NA	1
PRD000066	4932	3	3	NA	NA	NA
PRD000066	4933	3	3	NA	NA	NA
PRD000066	4934	8	8	NA	NA	NA
PRD000066	4935	76	73	3	3	1
PRD000066	4936	1	NA	1	NA	1
PRD000066	4937	83	83	NA	2	NA
PRD000066	4938	5	3	2	2	2
PRD000066	4940	16	15	1	NA	1
PRD000066	4941	11	10	1	NA	1
PRD000066	4942	109	107	2	2	NA
PRD000066	4944	38	37	1	NA	NA
PRD000066	4945	6	4	2	NA	2
PRD000066	4947	8	8	NA	NA	NA
PRD000066	4948	9	8	1	NA	NA
PRD000066	4949	104	100	4	1	NA
PRD000066	4950	2	2	NA	1	NA
PRD000066	4951	11	10	1	NA	1
PRD000066	4952	7	6	1	NA	1
PRD000066	4955	16	14	2	2	NA
PRD000066	4956	60	56	4	1	NA
PRD000066	4958	28	26	2	NA	1
PRD000066	4959	12	12	NA	NA	NA
PRD000066	4960	3	2	1	NA	1
PRD000066	4961	2	2	NA	NA	NA
PRD000066	4962	17	15	2	NA	NA
PRD000066	4963	69	66	3	2	1
PRD000066	4965	56	56	NA	NA	NA
PRD000066	4966	5	5	NA	NA	NA
PRD000066	4967	2	1	1	1	1
PRD000066	4968	11	10	1	NA	1
PRD000066	4969	11	11	NA	NA	NA
PRD000066	4970	51	50	1	2	NA
PRD000066	4971	1	NA	1	NA	1
PRD000066	4972	29	29	NA	NA	NA
PRD000066	4973	6	5	1	1	1
PRD000066	4975	11	11	NA	1	NA
PRD000066	4976	14	14	NA	NA	NA
PRD000066	4977	66	63	3	1	NA
PRD000066	4978	1	NA	1	NA	1
PRD000066	4979	35	35	NA	NA	NA
PRD000066	4980	6	5	1	3	1
PRD000066	4982	37	36	1	NA	NA
PRD000066	4983	8	8	NA	NA	NA
PRD000066	4984	82	80	2	NA	NA
PRD000066	4986	35	35	NA	NA	NA
PRD000066	4987	6	6	NA	1	NA
PRD000066	4989	78	71	7	NA	NA
PRD000066	4990	22	22	NA	6	NA
PRD000066	4991	44	41	3	NA	1
PRD000066	4992	1	NA	1	NA	1
PRD000066	4993	66	64	2	NA	NA
PRD000066	4994	4	4	NA	NA	NA
PRD000066	4996	128	122	6	NA	NA
PRD000066	4997	17	17	NA	NA	NA
PRD000066	4998	44	42	2	NA	NA
